Showers,Sinks,CW,DW,Baths
,,,,
,,,,
,,,,
,,,,
,,,,
,0.067072,,,
,0.0016418,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0043174,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0003953,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0003649,,,
,0.0946793,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0386136,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0029492,,,
,,,,
,0.0176953,,,
,,,,
,0.0093645,,,
,,,,
,0.0471572,,,
,0.0235026,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0724537,,,
,,0.0738797,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.0567017,,
,,0.0711547,,
,,0.0974162,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0499848,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.002858,,,
0.065666,,,,
0.131332,,,,
,,,,
0.0105074,,,,
0.0630444,,,,
,,,,
,,,,
,0.0152022,,,
,,,,
,,,,
,,,,
,,,,
,,0.0426726,,
,0.0580724,,,
,,,,
,,,,
,0.0161447,,,
,,,,
,,,,
,,,,
,,,,
,0.0018243,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0622986,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.00827,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0164488,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0143813,,,
,0.0035269,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0013378,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.0790698,0.003983,,,
0.2372094,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0488903,,,
,0.1512314,,,
,0.2384615,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0001216,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.2104016,,,,
0.1578012,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0030404,,,
,,,,
,,,,
,,,,
0.205708,0.0587717,,,
0.0411416,,,,
0.2448204,0.0152934,,,
0.0816068,,,,
,0.0527213,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0445425,,,
,,,,
0.42518,,,,
,,,,
,,,,
,,,,
,0.0913044,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.006993,,,
,,,,
,,,,
,,,,
,,,,
,0.0107936,,,
,,,,
,,,,
,0.0035269,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.011128,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0533597,,,
,,,,
,0.001125,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.0413742,,,,
0.3723678,,,,
,,,,
,0.0010946,,,
,0.0007297,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.004439,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.3875262,,,,
0.3229385,,,,0.0743606
,,,,0.1115409
0.314482,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.056765,,,
,,,,
,,,,
,0.0332624,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0773488,,,
,0.009395,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0157799,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.2252357,,,
,0.0821829,,0.0385985,
,,,0.0526894,
,0.0276072,,,
,,,,
,,,,
,0.0281545,,,
,,,,
,,,,
,,,,
,0.0013986,,,
,,,,
,,,,
,0.0108544,,,
,0.0827303,,,
,0.0335968,,,
,,,,
,,,,
,0.0482822,,,
,,,,
,,,,
,,,,
,0.0877167,,,
,0.0024019,,,
,0.0103375,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0062329,,,
,,,,
,,,,
,0.0179082,,,
,,,,
,,,,
,,,,
,,,,
,0.0548495,,,
,0.0158102,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.000304,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0065978,,,
,,,,
,,,,
0.227146,0.0375798,,,
0.3975055,,,,
,0.0088477,,,
0.1263424,0.0016114,,,
0.1263424,,,,
,,,,
,,,,
,0.0059289,,,
,,,,
,,0.0562576,,
,,,,
,0.0229858,,,
,,,,
,,,,
,,,,
,,,,
,0.0012466,,,
,,0.0041784,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.0502624,,
,,,,
,,,,
,,,,
,,,,
,0.0320158,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0217999,,,
,0.2174825,,,
,0.1519308,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.0662091,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0979933,,,
,,,,
,0.0195804,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.1096828,,,,
0.548414,,,,
,,,,
,,,,
,0.0736394,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.0051675,,
,,,,
,0.0509881,,,
,0.0257525,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0051079,,,
,0.0027364,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0019763,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0031621,,,
,,,,
,,,,
,,,,
,,,,
,0.0135299,,,
,0.0035269,,,
,,,,
,,,,
,0.0009729,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0001824,,,
,0.027972,,,
,,,,
,,,,
,0.0009121,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0192156,,,
,,,,
,,,,
,,,,
,0.1119792,,,
,,,,
,0.0400426,,,
,,,,
,,,,
,,,,
,,,,
0.3803808,,,,
0.1901904,0.0106111,,,
,,,,
,,,,
,0.002858,0.002826,,
,,,,
,0.005868,,,
,,,,
,0.0701734,,,
,0.0350867,,,
,,,,
,,,,
,,,,
,,0.0492733,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0048647,0.0291885,,
,,,,
,0.0421709,,,
,0.011432,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0111584,,,
,0.2481606,,,
,0.0807541,,,
,0.0374886,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0099118,,,
,,,,
,0.0192764,0.1338515,,
,,,,
,,,,
,0.0176954,,,
,,,,
,,,,
,0.1401032,,,
,,,,
,,,,
,0.0003953,,,
,,,,
,,,,
,,,,
,,,,
,0.0199757,,,
,,,,
,,,,
,,,,
,0.0372454,,,
,,,,
,0.0193068,,,
,0.1860748,,,
,0.0296443,,,
,0.0387048,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0191548,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0220128,,,
,0.0155974,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0954089,,,
,0.0305868,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.108964,,,,
0.381374,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0336576,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0398298,,,
,0.1046215,,,
,0.0038918,,,
,,,,
,,,,
,0.0219824,,,
,,,,
,,,,
,,,,
,0.0581635,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.001581,,,
,0.1174218,,,
,,,,
,,,,
,,,,
,0.0240195,,,
,,,,
,,,,
,0.0135299,,,
,,,,
,,,,
,,,,
,,,,
0.2921352,0.0035877,,,
0.2921352,,,,
,,,,
,,,,
,0.001429,,,
,,,,
,0.1645484,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0507146,,,
,0.0546671,,,
,0.0020979,,,
,,,,
,,,,
,0.117361,,,
,0.0055336,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0306476,,,
,,,,
,,,,
,,,,
,,,,
,0.0043478,,,
,0.0381575,,,
,,,,
,,,,
,,,,
,0.0205837,,,
,,,,
,0.0181514,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1037702,,,
,,,,
,0.0298267,,,
,0.0512618,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0298875,,,
,0.0354819,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0012162,,,
,,,,
,0.008422,,,
0.239535,,,,
,0.0558832,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0005169,,,
,,,,
,0.0489511,,,
0.0929811,,,,
0.2169559,,,,
,0.1014898,,,
,,,,
,0.000304,,,
,,,,
,,,,
,,,,
,,,,
,0.0040742,,,
,,,,
,0.041806,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.0134437,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0094558,0.0544409,,
,0.0362724,,,
,0.0684403,,,
,0.0952873,,,
,0.0350866,,,
,,,,
,,,,
,,,,
,,0.0099516,,
,0.0092429,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1089086,,,
,0.0801763,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0970507,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0166008,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0167528,,,
,,,,
,,,,
,0.0242019,,,
,,0.0329229,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0430525,,,
,0.0744907,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0080875,,,
,0.1115233,,,
,,,,
,,,,
0.3426216,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0160839,,,
,0.0682579,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0012466,,,
,,,,
,,,,
,,,,
0.1936575,,,,
0.1161945,,,,
,0.0080572,,,
,0.0275768,,,
,0.0048647,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0058376,,,
,,,,
,,,,
,0.001277,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0022803,,,
,,,,
,,,,
,,,,
,,,,
,0.0065978,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0021283,,,
,,,,
,,,,
,,,,
,0.0020067,,,
,,,,
,,,,
,0.026239,,,
,,,,
,,,,
,0.0277896,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0349954,,,
,0.1131043,,,
,0.0589237,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0237154,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.034509,,,
,0.009851,,,
,0.0570994,,,
,,0.0060355,,
,0.0037701,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.0444287,,
,,,,
,,,,
,,0.0594671,,
,,,,
,,,,
,,,,
,0.0245667,,,
,0.0074491,,,
,,,,
,,,,
,,,,
,0.0093037,,,
,,,,
,,,,0.1344162
,,,,0.0448054
,0.0162663,,,
,,,,
,,,,
,,,,
,0.0601703,,,
,,,,
,0.0692612,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0010946,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0042566,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0511098,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0074491,,,
,,,,
,,,,
,,,,
,0.0221648,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.00301,,,
,,,,
,,,,
,,,,
,,,,
0.456152,0.0113712,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0014898,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0426877,,,
,0.0029492,,,
,0.0519307,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0057464,,,
,,,,
,,,,
,0.0226208,,,
,0.0277591,,,
,0.0126786,,,
,,,,
,,,,
,,,,
,0.0412892,,,
,0.0590758,,,
,,,,
,,,,
,,,,
,,,,
0.287949,,,,
,,,,
,0.048799,,,
,,,,
,,,,
,,,,
,,,,
,0.0806933,,,
,,,,
,,,,
,0.0064457,,,
,,,,
,,,,
,0.0802372,,,
,0.0276984,,,
,,,,
,,,,
,0.0026148,,,
,,,,
,,,,
,,,,
,0.0121313,,,
,,,0.0843939,
,0.0141684,,0.0911364,
,,,0.0939394,
,,,0.0782955,
,,,,
,,,,
,,,,
,0.008118,,,
,,,,
,,,,
,0.0110672,,,
,0.0284584,,,
,0.0946184,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.005716,,,
,,,,
,,,,
,0.1346914,,,
,,,,
,,,0.0734848,
,,,0.0904924,
,,,0.0577273,
,,,0.0564394,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0075099,,,
,0.1841592,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1220433,,,
,0.0245971,,,
,,,,
,0.0008513,,,
,0.0017635,,,
,0.0098814,,,
,,,,
,,,,
,,,,
,0.0006689,,,
,0.0511706,,,
,0.0786258,,,
,,,,
,,,,
,0.0201277,,,
,,,,
,,,,
,,,,
,0.1356339,,,
,0.0859228,,,
,,,,
,,,,
,,,,
,0.0272727,,,
,0.0044086,,,
,,,,
,,,,
,,,,
,,,,
,0.0024019,,,
,,,,
,,,,
,,,,
,,0.0420065,,
,,,,
,,,,
,,,,
,0.0547583,,,
,,,,
,,,,
,,,,
,,0.0730521,,
,,,,
,,,,
,,,,
,,,,
,0.115263,,,
,0.0568866,,,
,,0.0353452,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,0.0490311,,
,,,,
,,,,
,0.0510185,,,
,,,,
,0.0230161,0.0325797,,
,0.1367591,,,
,0.0133476,0.0173597,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0228033,,,
,,,,
,,,,
,,,,
,0.0409547,,,
,0.0628762,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.008574,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0041958,,,
,,,,
,,,,
,,,,
,0.0147157,,,
,0.0089997,,,
,0.0518091,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1662511,,,
,0.0383703,,,
,,,,
,,,,
0.2459618,0.0651262,,,
0.0702748,,,,
,0.0069018,,,
0.2646091,,,,
0.0378013,,,,
,,,,
,0.0040438,,,
,0.1051686,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0298267,,,
,,,,
,,,,
,,,,
,,,,
,0.1064761,,,
,0.0394345,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0271207,,,
,,,,
,,,,
,,,,
,,0.0431167,,
,,0.0174405,,
,,,,
,,,,
,,,,
,,,,
,0.0101247,,,
,0.0060809,,,
,,0.1259386,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0543327,,,
,,,,
,,,0.103106,
,0.0974156,,0.0829546,
,0.100912,,0.0913636,
,,,0.0495833,
,0.0041046,,0.06125,
,,,,
,,,,
,,,,
,,,,
,0.0305564,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0065369,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0007601,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1903617,,,
,,,,
,,0.0149374,,
,,,,
,0.071207,,,
,,,,
,,,,
,0.0543326,,,
,0.0349042,,,
,,,,
0.3548416,,,,
,,,,
,,,,
,0.0110064,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
0.2290908,,,,
0.3054544,,,,
,,,,
,0.0272119,,,
,,,,
,,,,
,0.0338705,,,
,0.0366068,,,
,,,,
,0.0197324,,,
,,,,
,,,,
,,,,
,0.0194892,,0.0959848,
,,,0.1,
,0.053907,,0.0451894,
,0.0006385,,0.0473864,
,,,0.0650379,
,0.0584068,,0.0746591,
,,,,
,,,,
,,,,
,,,,
,0.1036486,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,0.081894,
,0.06391,,0.076553,
,,,0.0595833,
,0.0895105,,0.0716288,
,0.0024932,,0.0458333,
,,,0.0920454,
,,,,
,,,,
0.08537,,,,
0.25611,,,,
,0.0152934,,,
0.113742,,,,
0.56871,,,,
0.056871,,,,
,,,,
,0.1165704,,,
,,,,
,0.1031013,,,
,,,,
,,,,
,0.0514442,,,
,0.1006994,,,
,,,,
,,,,
,0.0280328,,,
,0.0805717,,,
,,,,
,,,,
,,,,
,0.0190635,,,
,0.0426879,,,
,0.0308604,,,
,0.0905746,,,
,,,,
,,,,
,,,,
,,,,
,0.1923077,,,
,0.0161751,,,
,0.0261174,,,
,,,,
,,,,
,0.0119793,,,
,,,0.138409,
,,,0.1095454,
,,,0.0765909,
,,,0.0798484,
,,,0.0397727,
,,,0.0662879,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0011554,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0483125,,,
,0.0143813,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0014898,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0314685,,,
,,,,
,,,,
,,0.0492128,,
,,,,
,,,,
,,,,
,,,,
,0.1222864,,,
,0.0374277,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.033384,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.020979,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0077227,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0472484,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0287625,,,
,,,,
,0.0124049,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0164184,0.0368389,,
,0.0315902,0.0551675,,
,0.0140468,0.1578119,,
,0.0029796,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0590453,,,
,0.0592884,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0180298,,,
,,,,
,,,,
,0.0456978,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.1313165,,,
,0.0108544,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0772879,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0202493,,,0.1052492
,,,,0.263123
,0.026391,,,
,,,,
,,,,
,,,0.0688636,
,,,0.0814394,
,0.0162663,,0.047197,
,,,0.1098484,
,,,0.0795833,
,,,,
,,,,
,,,,
,0.0005473,,,
,,,,
,,,,
,,,,
,0.0039222,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0016722,,,
,0.0907571,,,
,,,,
,,,,
,,,,
,0.0452417,,,
,0.0011858,,,
,0.0011858,,,
,,,,
,,,,
,,,,
,,,,
0.17759,,,,
0.035518,,,,
,,,,
,,,,
,0.0086348,,,
,0.1284889,,,
,,,,
,,,,
,,,,
,0.0002736,,,
,,,,
,,,,
,,,,
,,,,
,0.0642445,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0024932,,,
,,,,
,0.0135908,,,
,,,,
,,,,
,,,,
0.3011631,,,,
,0.0309517,,0.0615152,
,0.053907,,0.15,
0.052981,0.0035269,,0.0821591,
0.264905,,,0.0589015,
0.052981,,,0.0811364,
,,,,
,0.0081483,,,
,0.0183338,,,
0.4647784,,,,
0.1742919,0.0261782,,,
,0.0003953,,,
,0.0099726,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0086348,,,
,,,,
,0.0371237,,,
,,,,
,0.0486166,,,
,0.0358772,,,
,,,,
,0.0216479,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0422317,,,
,,,,
,,,,
,,,,
,,,,
,0.1561266,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.0144421,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,0.079452
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,0.035786,,,
,,,,
,,,,
,0.0815445,,,
,,,,
,,,,
,0.0188203,,,
,,,,
