Date/Time,Appl_1:InteriorEquipment:Electricity [J](Hourly),COOLING HVAC FAN PUMP_1 [J](Hourly),COOLING:ELECTRICITY_1 [J](Hourly),ELECTRICITY:UNIT_1 [J](Hourly),GAS:UNIT_1 [J](Hourly),HEATING HVAC FAN PUMP_1 [J](Hourly),HEATING:ELECTRICITY_1 [J](Hourly),HEATING:GAS_1 [J](Hourly),HEATING:PROPANE_1 [m3](Hourly),HPWHFAN:ELECTRICITY_1 [J](Hourly),METERCOOLINGDUCTLOSSESLATENT_1 [J](Hourly),METERCOOLINGDUCTLOSSESSENS_1 [J](Hourly),METERDELIVEREDCOOLINGLATENTDEHUM_1 [J](Hourly),METERDELIVEREDCOOLINGLATENTHVAC_1 [J](Hourly),METERDELIVEREDCOOLINGSENS_1 [J](Hourly),METERDELIVEREDHEATINGSUPP_1 [J](Hourly),METERDELIVEREDHEATINGTOZONE_1 [J](Hourly),METERDHWDELIVERED_1 [J](Hourly),METERHEATINGDUCTLOSSES_1 [J](Hourly),METERPIPELOSSESUNIT_1 [J](Hourly),Misc_1:InteriorEquipment:Electricity [J](Hourly),Misc_1:InteriorEquipment:Gas [J](Hourly),PROPANE:UNIT_1 [m3](Hourly),PV:ELECTRICITY_1 [J](Hourly),SDHWPUMP:ELECTRICITY_1 [J](Hourly),TOTALLIGHTS:ELECTRICITY_1 [J](Hourly),VentFans_1:InteriorEquipment:Electricity [J](Hourly),WATERHEATING:GAS_1 [J](Hourly),WATERHEATING:PROPANE_1 [m3](Hourly) 
 03/04  21:00:00,1126908.3282350475,0.0,0.0,4759109.185592277,8992618.753287333,136002.1602247567,0.0,5466085.112244479,0.0,0.0,18.56681458456914,0.0,0.0,-24.812694572080749,0.0,0.0,4328570.487320112,2727030.3376239838,590691.2191284278,311607.0848809997,1142904.7910145759,0.0,0.0,0.0,0.0,2320407.9061178977,32886.0,3526533.6410428506,0.0 
 03/04  22:00:00,1086167.0001629189,0.0,0.0,4616643.317215629,8096820.67813964,174852.26975360176,0.0,6541020.014404258,0.0,0.0,0.529340630347092,0.0,0.0,-0.529340630347092,0.0,0.0,5168019.781422693,0.0,718898.2315411398,254223.78997978485,1094270.544796694,0.0,0.0,0.0,0.0,2228467.5025024136,32886.0,1555800.6637353819,0.0 
 03/04  23:00:00,905477.1203966983,0.0,0.0,3498627.1565338775,9276393.882951562,205427.8018641196,0.0,7621174.071627474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5994750.820118564,964327.5482964947,864305.8443461637,221425.81500413645,972684.9292519895,0.0,0.0,0.0,0.0,1382151.3050210695,32886.0,1655219.8113240856,0.0 
 03/04  24:00:00,625023.9766998651,0.0,0.0,2385618.1515455499,8461812.985318894,230140.84203717218,0.0,8461812.985318894,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6638941.278045357,0.0,976690.4087416479,122979.2448525113,875416.4351847747,0.0,0.0,0.0,0.0,622150.8976237377,32886.0,0.0,0.0 
 03/05  01:00:00,433509.52532214016,0.0,0.0,1871846.2418156218,10604773.246501539,245426.93141526218,0.0,9049002.12845568,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7102432.029724715,0.0,1041669.8858853972,32797.9749756484,851099.312075834,0.0,0.0,0.0,0.0,308924.47300238566,32886.0,1555771.118045859,0.0 
 03/05  02:00:00,380328.147200995,0.0,0.0,1662223.3714261973,9591092.111147237,261189.4745658179,0.0,9591092.111147237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7522948.658180909,0.0,1109034.2418516039,16425.310100164195,802465.0658579521,0.0,0.0,0.0,0.0,185354.6838014321,32886.0,0.0,0.0 
 03/05  03:00:00,333190.2210828807,0.0,0.0,1540923.9691449176,10010216.706853908,273130.01611207125,0.0,10010216.706853908,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7849224.999621649,0.0,1159970.0365468679,4106.32752504106,778147.9427490111,0.0,0.0,0.0,0.0,123569.78920095472,32886.0,0.0,0.0 
 03/05  04:00:00,303123.2128449916,0.0,0.0,1494529.0001294933,11836895.63626635,281119.1784434766,0.0,10281407.50434759,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8059374.985857535,0.0,1193891.7680552973,4106.32752504106,753830.8196400703,0.0,0.0,0.0,0.0,123569.78920095472,32886.0,1555488.1319187605,0.0 
 03/05  05:00:00,336355.8622538393,0.0,0.0,1567841.1631530133,10437833.088070749,285706.6612553477,0.0,10437833.088070749,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8180981.58574188,0.0,1213068.1935217938,16425.310100164195,778147.9427490111,0.0,0.0,0.0,0.0,134744.69689481488,32886.0,0.0,0.0 
 03/05  06:00:00,382231.45597739549,0.0,0.0,1841226.2711289016,17713669.986358677,259833.96333545802,0.0,9440987.63917539,0.0,0.0,68.26233278360313,0.0,0.0,-68.26233278360313,0.0,0.0,7392988.726126645,5983411.058853984,1103900.1491312073,114819.23502710936,802465.0658579521,0.0,0.0,0.0,0.0,363809.78595809589,32886.0,8272682.347183286,0.0 
 03/05  07:00:00,591372.8655439918,0.0,0.0,2810468.911564356,14340491.203430068,342351.537241383,0.0,12784706.367365785,0.0,0.0,218.0040322344663,0.0,0.0,-218.0040322344663,0.0,0.0,10058578.350532614,0.0,1447657.3800965944,393628.34493246077,899733.5599251668,0.0,0.0,0.0,0.0,854124.9488538144,122886.0,1555784.83606428,0.0 
 03/05  08:00:00,886928.3026405815,0.0,0.0,3273119.370005772,6746745.901918914,233112.7875257413,0.0,6746745.901918914,0.0,0.0,29.8525447210623,0.0,0.0,-104.00505949513783,0.0,0.0,5204243.721439386,0.0,868049.9210982681,418213.6648580268,1021319.1754698715,0.0,0.0,0.0,0.0,1080873.1043695778,50886.0,0.0,0.0 
 03/05  09:00:00,1101557.1239015612,0.0,0.0,3419798.5623646455,16137719.270403704,111819.23622924245,0.0,4050130.7392126705,0.0,0.0,60.08573858818393,0.0,0.0,-209.32652653914568,0.0,0.0,3202188.9211378504,8715682.071850094,427937.1714269392,401788.3547578626,1045636.2985788125,0.0,0.0,0.0,0.0,1127899.9036550299,32886.0,12087588.531191035,0.0 
 03/05  10:00:00,1344081.4346542708,0.0,0.0,3675292.975808505,4133255.413532178,113471.68963380384,0.0,4133255.413532178,0.0,0.0,220.96596662787938,0.0,0.0,-645.1363143409565,0.0,0.0,3370993.9681318497,4472.70305195871,348896.4612186963,352617.71490672996,1045636.2985788125,0.0,0.0,0.0,0.0,1139217.5529416174,32886.0,0.0,0.0 
 03/05  11:00:00,1418558.8099554652,0.0,0.0,3756612.0464543935,7362703.591888664,152417.07779243715,0.0,5806897.8992899809,0.0,0.0,75.1220397320414,0.0,0.0,-164.99740320387884,0.0,0.0,4815723.2482459419,675027.9952778817,412204.8227271667,319819.73993108168,1045636.2985788125,0.0,0.0,0.0,0.0,1107113.8601276789,32886.0,1555805.692598684,0.0 
 03/05  12:00:00,1563507.7404694178,0.0,0.0,3790778.850116169,3465484.987948153,61796.623754814565,0.0,1909685.593189413,0.0,0.0,15.940042045976992,0.0,0.0,-31.880084091953984,0.0,0.0,1537633.5653760397,412408.73523327757,179133.01067640153,254223.78997978485,1069953.4216877532,0.0,0.0,0.0,0.0,1062635.0642041837,32886.0,1555799.3947587405,0.0 
 03/05  13:00:00,1733818.0848162133,0.0,0.0,3913365.5711481345,3848641.567784571,21859.570144981353,0.0,687448.0637339597,0.0,0.0,30.796410472142,0.0,0.0,-30.796410472142,0.0,0.0,560955.288732875,1809190.3726922144,57747.96862768876,221425.81500413645,1094270.544796694,0.0,0.0,0.0,0.0,1030531.3713902456,32886.0,3161193.5040506117,0.0 
 03/05  14:00:00,1328096.276147125,0.0,0.0,3476337.209867989,4256114.924769158,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3458791.2937322256,0.0,196787.8498538904,1094270.544796694,0.0,0.0,0.0,0.0,1021084.3889241702,32886.0,4256114.924769158,0.0 
 03/05  15:00:00,1323052.1512530503,0.0,0.0,3447492.0806064258,1611811.5059578915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,441271.83103129218,0.0,196787.8498538904,1069953.4216877532,0.0,0.0,0.0,0.0,1021600.5076656223,32886.0,1611811.5059578915,0.0 
 03/05  16:00:00,1240419.9162225745,0.0,0.0,3425254.157226655,3709254.3085499198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2781975.6885174589,0.0,172202.52992832385,1118587.667905635,0.0,0.0,0.0,0.0,1033360.5730984461,32886.0,3709254.3085499198,0.0 
 03/05  17:00:00,1465069.4077203116,0.0,0.0,3749425.149980231,1555346.805329598,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229585.82482953883,1167221.9141235168,0.0,0.0,0.0,0.0,1084247.8281364025,32886.0,1555346.805329598,0.0 
 03/05  18:00:00,1811360.521881572,0.0,0.0,4442232.272930828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,303394.42983091747,1264490.4081907315,0.0,0.0,0.0,0.0,1243495.342858525,122886.0,0.0,0.0 
 03/05  19:00:00,1602814.1470834774,0.0,0.0,4521748.321060534,1555690.9637199958,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,360830.3699568123,1288807.5312996724,0.0,0.0,0.0,0.0,1579240.6426773843,50886.0,1555690.9637199958,0.0 
 03/05  20:00:00,1264561.4306499309,0.0,0.0,4544907.484060479,2137441.7451623037,5739.880063249395,0.0,276367.87561157895,0.0,0.0,170.76898758773099,0.0,0.0,-341.53797517546198,0.0,0.0,281989.48916392619,1427891.3226471353,18995.82981766564,344405.05985664817,1215856.1603413989,0.0,0.0,0.0,0.0,2025864.0130059005,32886.0,1861073.869550725,0.0 
 03/05  21:00:00,1126908.3282350475,0.0,0.0,4660854.99554217,3224649.185544466,37747.970174648275,0.0,1668855.5365465289,0.0,0.0,911.2483770762925,0.0,0.0,-1658.6282408223388,0.0,0.0,1359835.8553216933,244244.8974505136,144173.40041903547,311607.0848809997,1142904.7910145759,0.0,0.0,0.0,0.0,2320407.9061178977,32886.0,1555793.6489979376,0.0 
 03/05  22:00:00,1086167.0001629189,0.0,0.0,4510623.620335434,2623723.3274171629,68832.57287340687,0.0,2623723.3274171629,0.0,0.0,771.9983780366426,0.0,0.0,-771.9983780366426,0.0,0.0,2101278.454589991,246481.24897649303,260072.54008545556,254223.78997978485,1094270.544796694,0.0,0.0,0.0,0.0,2228467.5025024136,32886.0,0.0,0.0 
 03/05  23:00:00,1064058.464768411,0.0,0.0,3549080.9932963198,6970145.125762835,97300.2942548496,0.0,3792096.7429327967,0.0,0.0,402.2399731405813,0.0,0.0,-402.2399731405813,0.0,0.0,3035075.3160718346,1366045.5233343803,377811.752567683,221425.81500413645,972684.9292519895,0.0,0.0,0.0,0.0,1382151.3050210695,32886.0,3178048.3828300398,0.0 
 03/05  24:00:00,625023.9766998651,0.0,0.0,2292192.6573571318,5154843.879765786,136715.34784875389,0.0,5154843.879765786,0.0,0.0,205.6972648409223,0.0,0.0,-205.6972648409223,0.0,0.0,4098002.8819250955,0.0,541356.6098641125,122979.2448525113,875416.4351847747,0.0,0.0,0.0,0.0,622150.8976237377,32886.0,0.0,0.0 
 03/06  01:00:00,433509.52532214016,0.0,0.0,1787119.155698407,5994103.599834892,160699.8452980473,0.0,5994103.599834892,0.0,0.0,137.71672304311324,0.0,0.0,-137.71672304311324,0.0,0.0,4751454.44726395,0.0,643238.7925874537,32797.9749756484,851099.312075834,0.0,0.0,0.0,0.0,308924.47300238566,32886.0,0.0,0.0 
 03/06  02:00:00,380328.147200995,0.0,0.0,1571932.9147143707,9712242.492212339,170899.01785399105,0.0,6257379.701257003,0.0,0.0,149.12575579510125,0.0,0.0,-149.12575579510125,0.0,0.0,4944810.006533848,1724683.2981981026,686831.7245974535,16425.310100164195,802465.0658579521,0.0,0.0,0.0,0.0,185354.6838014321,32886.0,3454862.790955335,0.0 
 03/06  03:00:00,333190.2210828807,0.0,0.0,1449796.45449715,6703040.989705977,182002.50146430324,0.0,6703040.989705977,0.0,0.0,195.8265431048986,0.0,0.0,-195.8265431048986,0.0,0.0,5304175.404683607,0.0,728561.4860517721,4106.32752504106,778147.9427490111,0.0,0.0,0.0,0.0,123569.78920095472,32886.0,0.0,0.0 
 03/06  04:00:00,303123.2128449916,0.0,0.0,1404694.7959833304,8572054.581665695,191284.97429731396,0.0,7016413.641092669,0.0,0.0,203.38133503684629,0.0,0.0,-203.38133503684629,0.0,0.0,5551944.843462386,0.0,762827.4335210174,4106.32752504106,753830.8196400703,0.0,0.0,0.0,0.0,123569.78920095472,32886.0,1555640.9405730263,0.0 
 03/06  05:00:00,336355.8622538393,0.0,0.0,1475677.4500236507,17290669.28872395,193542.94812598549,0.0,6037827.269027539,0.0,0.0,209.06213526198497,0.0,0.0,-209.06213526198497,0.0,0.0,4663672.77758047,8915026.682495414,770371.7645443148,16425.310100164195,778147.9427490111,0.0,0.0,0.0,0.0,134744.69689481488,32886.0,11252842.01969641,0.0 
 03/06  06:00:00,382231.45597739549,0.0,0.0,1746415.0163254275,8490118.690700077,165022.70853198393,0.0,7038817.283717447,0.0,0.0,524.7419364369174,0.0,0.0,-524.7419364369174,0.0,0.0,5677318.246351494,235995.2230319445,657617.3089942071,114819.23502710936,802465.0658579521,0.0,0.0,0.0,0.0,363809.78595809589,32886.0,1451301.4069826308,0.0 
 03/06  07:00:00,591372.8655439918,0.0,0.0,2716377.743335379,11147838.256254815,248260.36901240596,0.0,9390409.60716797,0.0,0.0,236.08419615554107,0.0,0.0,-236.08419615554107,0.0,0.0,7467438.304111281,1001531.8631794632,983930.3423398922,393628.34493246077,899733.5599251668,0.0,0.0,0.0,0.0,854124.9488538144,122886.0,1757428.6490868433,0.0 
 03/06  08:00:00,886928.3026405815,0.0,0.0,3205247.5568700979,6268549.714428078,165240.97439006676,0.0,4712976.4727498539,0.0,0.0,131.94554880976498,0.0,0.0,-296.5658006272646,0.0,0.0,3651879.316360209,0.0,592146.5131839002,418213.6648580268,1021319.1754698715,0.0,0.0,0.0,0.0,1080873.1043695778,50886.0,1555573.2416782247,0.0 
 03/06  09:00:00,1101557.1239015612,0.0,0.0,3396983.878004497,3169368.4155628515,89004.55186909388,0.0,3169368.4155628515,0.0,0.0,128.27733315985834,0.0,0.0,-384.831999479575,0.0,0.0,2533487.1298859149,18291.064047377942,319069.81511583717,401788.3547578626,1045636.2985788125,0.0,0.0,0.0,0.0,1127899.9036550299,32886.0,0.0,0.0 
 03/06  10:00:00,1344081.4346542708,0.0,0.0,3586550.6793164268,10394260.626113,24729.39314172598,0.0,842811.388522308,0.0,0.0,81.39878598962209,0.0,0.0,-228.37252742923898,0.0,0.0,834396.5485405594,7069424.219247017,108538.23763901432,352617.71490672996,1045636.2985788125,0.0,0.0,0.0,0.0,1139217.5529416174,32886.0,9551449.237590692,0.0 
 03/06  11:00:00,1418558.8099554652,0.0,0.0,3657552.349082417,3530428.2096553028,53357.38042046046,0.0,1974635.9196934775,0.0,0.0,116.0451695600264,0.0,0.0,-232.0903391200528,0.0,0.0,1640923.8643947708,0.0,140465.1714870699,319819.73993108168,1045636.2985788125,0.0,0.0,0.0,0.0,1107113.8601276789,32886.0,1555792.2899618254,0.0 
 03/06  12:00:00,1498752.8124609497,0.0,0.0,3667273.3689886967,0.0,3046.070635809728,0.0,0.0,0.0,0.0,5.517635717666782,0.0,0.0,-11.035271435333565,0.0,0.0,-15237.907001556585,0.0,15237.907001556585,254223.78997978485,1069953.4216877532,0.0,0.0,0.0,0.0,1062635.0642041837,32886.0,0.0,0.0 
 03/06  13:00:00,1471589.936299346,0.0,0.0,3629277.852486285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,104390.82646516533,0.0,221425.81500413645,1094270.544796694,0.0,0.0,0.0,0.0,1030531.3713902456,32886.0,0.0,0.0 
 03/06  14:00:00,1328096.276147125,0.0,0.0,3476337.209867989,1555283.198183842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196787.8498538904,1094270.544796694,0.0,0.0,0.0,0.0,1021084.3889241702,32886.0,1555283.198183842,0.0 
 03/06  15:00:00,1275117.7922916725,0.0,0.0,3399557.7216450485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196787.8498538904,1069953.4216877532,0.0,0.0,0.0,0.0,1021600.5076656223,32886.0,0.0,0.0 
 03/06  16:00:00,1240419.9162225745,0.0,0.0,3425254.157226655,1436359.2822695554,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172202.52992832385,1118587.667905635,0.0,0.0,0.0,0.0,1033360.5730984461,32886.0,1436359.2822695554,0.0 
 03/06  17:00:00,1465069.4077203116,0.0,0.0,3749425.149980231,118794.42546962293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33458.29724629866,0.0,229585.82482953883,1167221.9141235168,0.0,0.0,0.0,0.0,1084247.8281364025,32886.0,118794.42546962293,0.0 
 03/06  18:00:00,1811360.521881572,0.0,0.0,4442232.272930828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96807.94350376238,0.0,303394.42983091747,1264490.4081907315,0.0,0.0,0.0,0.0,1243495.342858525,122886.0,0.0,0.0 
 03/06  19:00:00,1602814.1470834774,0.0,0.0,4521748.321060534,1555365.2735252709,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31228.037551768386,0.0,360830.3699568123,1288807.5312996724,0.0,0.0,0.0,0.0,1579240.6426773843,50886.0,1555365.2735252709,0.0 
 03/06  20:00:00,1264561.4306499309,0.0,0.0,4539167.60399723,159111.4822591497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,414442.40956443376,0.0,344405.05985664817,1215856.1603413989,0.0,0.0,0.0,0.0,2025864.0130059005,32886.0,159111.4822591497,0.0 
 03/06  21:00:00,1126908.3282350475,0.0,0.0,4623107.025367521,1403342.5883429798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,407750.16320472807,0.0,311607.0848809997,1142904.7910145759,0.0,0.0,0.0,0.0,2320407.9061178977,32886.0,1403342.5883429798,0.0 
 03/06  22:00:00,1086167.0001629189,0.0,0.0,4456660.537383076,2295530.3677878195,14869.489921048818,0.0,739735.7309925319,0.0,0.0,20.686812722345747,0.0,0.0,-20.686812722345747,0.0,0.0,610465.6207697095,0.0,55296.537123569185,254223.78997978485,1094270.544796694,0.0,0.0,0.0,0.0,2228467.5025024136,32886.0,1555794.6367952873,0.0 
 03/06  23:00:00,905477.1203966983,0.0,0.0,3352547.1412431437,2473911.5067699949,59347.786573385994,0.0,2473911.5067699949,0.0,0.0,143.76141853170373,0.0,0.0,-143.76141853170373,0.0,0.0,2000413.1481864122,0.0,226107.20790658339,221425.81500413645,972684.9292519895,0.0,0.0,0.0,0.0,1382151.3050210695,32886.0,0.0,0.0 
 03/06  24:00:00,625023.9766998651,0.0,0.0,2264234.530918823,4253622.808243156,108757.2214104457,0.0,4253622.808243156,0.0,0.0,188.91885664013467,0.0,0.0,-188.91885664013467,0.0,0.0,3404335.5546743159,0.0,423924.9727445249,122979.2448525113,875416.4351847747,0.0,0.0,0.0,0.0,622150.8976237377,32886.0,0.0,0.0 
 03/07  01:00:00,433509.52532214016,0.0,0.0,1764537.660402128,10365595.862034558,138118.35000176819,0.0,5163845.776004866,0.0,0.0,101.0847445728848,0.0,0.0,-101.0847445728848,0.0,0.0,4099638.8533504127,3029114.67389942,547822.3450539664,32797.9749756484,851099.312075834,0.0,0.0,0.0,0.0,308924.47300238566,32886.0,5201750.086029693,0.0 
 03/07  02:00:00,380328.147200995,0.0,0.0,1564302.4198177963,6069405.229037541,163268.5229574168,0.0,6069405.229037541,0.0,0.0,91.04302636079103,0.0,0.0,-91.04302636079103,0.0,0.0,4808125.400743436,0.0,654339.3053903508,16425.310100164195,802465.0658579521,0.0,0.0,0.0,0.0,185354.6838014321,32886.0,0.0,0.0 
 03/07  03:00:00,333190.2210828807,0.0,0.0,1447135.3000508026,8176148.758298403,179341.3470179559,0.0,6620359.422499189,0.0,0.0,61.82253893839513,0.0,0.0,-61.82253893839513,0.0,0.0,5235446.398945708,0.0,722877.0813035617,4106.32752504106,778147.9427490111,0.0,0.0,0.0,0.0,123569.78920095472,32886.0,1555789.3357992145,0.0 
 03/07  04:00:00,303123.2128449916,0.0,0.0,1410779.8707192394,7350496.904969216,197370.0490332228,0.0,7350496.904969216,0.0,0.0,47.501973306384559,0.0,0.0,-47.501973306384559,0.0,0.0,5815585.346800099,0.0,799861.8676721964,4106.32752504106,753830.8196400703,0.0,0.0,0.0,0.0,123569.78920095472,32886.0,0.0,0.0 
 03/07  05:00:00,336355.8622538393,0.0,0.0,1497662.1792566153,9465975.270337318,215527.6773589497,0.0,7910216.220291065,0.0,0.0,1.1571172122924714,0.0,0.0,-1.1571172122924714,0.0,0.0,6239242.103798202,0.0,879952.4944637565,16425.310100164195,778147.9427490111,0.0,0.0,0.0,0.0,134744.69689481488,32886.0,1555759.0500462526,0.0 
 03/07  06:00:00,382231.45597739549,0.0,0.0,1798840.325707245,7930123.489373107,217448.01791380146,0.0,7930123.489373107,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6245353.633996906,346997.808640928,891757.5064388919,114819.23502710936,802465.0658579521,0.0,0.0,0.0,0.0,363809.78595809589,32886.0,0.0,0.0 
 03/07  07:00:00,591372.8655439918,0.0,0.0,2743317.1151785,11882062.713440294,275199.740855527,0.0,10326300.578260748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8167182.188035282,0.0,1126488.332399391,393628.34493246077,899733.5599251668,0.0,0.0,0.0,0.0,854124.9488538144,122886.0,1555762.1351795463,0.0 
 03/07  08:00:00,886928.3026405815,0.0,0.0,3209711.9458141645,4719213.343638443,169705.36333413426,0.0,4719213.343638443,0.0,0.0,21.308861258843345,0.0,0.0,-79.24574948253587,0.0,0.0,3627395.8093856119,0.0,620089.2031443965,418213.6648580268,1021319.1754698715,0.0,0.0,0.0,0.0,1080873.1043695778,50886.0,0.0,0.0 
 03/07  09:00:00,1130628.6122563377,0.0,0.0,3414936.38416484,6052593.434779765,77885.56967466025,0.0,2810167.52909511,0.0,0.0,55.74136000412635,0.0,0.0,-205.5360431911903,0.0,0.0,2251040.56202971,1668074.507990119,284655.27508234346,401788.3547578626,1045636.2985788125,0.0,0.0,0.0,0.0,1127899.9036550299,32886.0,3242425.9056846557,0.0 
 03/07  10:00:00,1344081.4346542708,0.0,0.0,3596478.814878746,1160730.3788273736,34657.52870404497,0.0,1160730.3788273736,0.0,0.0,40.6413042782894,0.0,0.0,-131.4158834331937,0.0,0.0,927729.7894776124,55163.16142072927,117109.11956779314,352617.71490672996,1045636.2985788125,0.0,0.0,0.0,0.0,1139217.5529416174,32886.0,0.0,0.0 
 03/07  11:00:00,1918998.796669108,0.0,0.0,4138138.634990442,6760191.360983296,33503.679614843095,0.0,1296037.5144099494,0.0,0.0,41.685716591322279,0.0,0.0,-83.37143318264455,0.0,0.0,1082316.6674033614,3159580.7076453648,78709.47273022299,319819.73993108168,1045636.2985788125,0.0,0.0,0.0,0.0,1107113.8601276789,32886.0,5464153.846573347,0.0 
 03/07  12:00:00,1498752.8124609497,0.0,0.0,3666740.8869947607,0.0,2513.5886418739607,0.0,0.0,0.0,0.0,6.0990216676016149,0.0,0.0,-12.198043335203229,0.0,0.0,-11770.129675408867,468447.1879827549,11770.129675408867,254223.78997978485,1069953.4216877532,0.0,0.0,0.0,0.0,1062635.0642041837,32886.0,0.0,0.0 
 03/07  13:00:00,1471589.936299346,0.0,0.0,3629277.852486285,10132214.195148247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6809555.440483013,0.0,221425.81500413645,1094270.544796694,0.0,0.0,0.0,0.0,1030531.3713902456,32886.0,10132214.195148247,0.0 
 03/07  14:00:00,1328096.276147125,0.0,0.0,3476337.209867989,3489372.1107464369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1893809.3757266706,0.0,196787.8498538904,1094270.544796694,0.0,0.0,0.0,0.0,1021084.3889241702,32886.0,3489372.1107464369,0.0 
 03/07  15:00:00,1275117.7922916725,0.0,0.0,3399557.7216450485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,196787.8498538904,1069953.4216877532,0.0,0.0,0.0,0.0,1021600.5076656223,32886.0,0.0,0.0 
 03/07  16:00:00,1240419.9162225745,0.0,0.0,3425254.157226655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16015.913766512895,0.0,172202.52992832385,1118587.667905635,0.0,0.0,0.0,0.0,1033360.5730984461,32886.0,0.0,0.0 
 03/07  17:00:00,1465069.4077203116,0.0,0.0,3749425.149980231,1554718.7010908668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,229585.82482953883,1167221.9141235168,0.0,0.0,0.0,0.0,1084247.8281364025,32886.0,1554718.7010908668,0.0 
 03/07  18:00:00,1811360.521881572,0.0,0.0,4442232.272930828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62281.50789195942,0.0,303394.42983091747,1264490.4081907315,0.0,0.0,0.0,0.0,1243495.342858525,122886.0,0.0,0.0 
 03/07  19:00:00,1602814.1470834774,0.0,0.0,4521748.321060534,1701146.0035934558,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,747825.8262595658,0.0,360830.3699568123,1288807.5312996724,0.0,0.0,0.0,0.0,1579240.6426773843,50886.0,1701146.0035934558,0.0 
 03/07  20:00:00,1264561.4306499309,0.0,0.0,4539167.60399723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,344405.05985664817,1215856.1603413989,0.0,0.0,0.0,0.0,2025864.0130059005,32886.0,0.0,0.0 
 03/07  21:00:00,1126908.3282350475,0.0,0.0,4623107.025367521,1555043.195116267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,311607.0848809997,1142904.7910145759,0.0,0.0,0.0,0.0,2320407.9061178977,32886.0,1555043.195116267,0.0 
 03/07  22:00:00,1086167.0001629189,0.0,0.0,4441791.047462027,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,254223.78997978485,1094270.544796694,0.0,0.0,0.0,0.0,2228467.5025024136,32886.0,0.0,0.0 
 03/07  23:00:00,905477.1203966983,0.0,0.0,3293199.3546697578,1555377.5210891346,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,433303.1871826567,0.0,221425.81500413645,972684.9292519895,0.0,0.0,0.0,0.0,1382151.3050210695,32886.0,1555377.5210891346,0.0 
