Date/Time,Appl_1:InteriorEquipment:Electricity [J](Hourly),COOLING HVAC FAN PUMP_1 [J](Hourly),COOLING:ELECTRICITY_1 [J](Hourly),ELECTRICITY:UNIT_1 [J](Hourly),GAS:UNIT_1 [J](Hourly),HEATING HVAC FAN PUMP_1 [J](Hourly),HEATING:ELECTRICITY_1 [J](Hourly),HEATING:GAS_1 [J](Hourly),HEATING:PROPANE_1 [m3](Hourly),HPWHFAN:ELECTRICITY_1 [J](Hourly),METERCOOLINGDUCTLOSSESLATENT_1 [J](Hourly),METERCOOLINGDUCTLOSSESSENS_1 [J](Hourly),METERDELIVEREDCOOLINGLATENTDEHUM_1 [J](Hourly),METERDELIVEREDCOOLINGLATENTHVAC_1 [J](Hourly),METERDELIVEREDCOOLINGSENS_1 [J](Hourly),METERDELIVEREDHEATINGSUPP_1 [J](Hourly),METERDELIVEREDHEATINGTOZONE_1 [J](Hourly),METERDHWDELIVERED_1 [J](Hourly),METERHEATINGDUCTLOSSES_1 [J](Hourly),METERPIPELOSSESUNIT_1 [J](Hourly),Misc_1:InteriorEquipment:Electricity [J](Hourly),Misc_1:InteriorEquipment:Gas [J](Hourly),PROPANE:UNIT_1 [m3](Hourly),PV:ELECTRICITY_1 [J](Hourly),SDHWPUMP:ELECTRICITY_1 [J](Hourly),TOTALLIGHTS:ELECTRICITY_1 [J](Hourly),VentFans_1:InteriorEquipment:Electricity [J](Hourly),WATERHEATING:GAS_1 [J](Hourly),WATERHEATING:PROPANE_1 [m3](Hourly) 
 08/25  11:00:00,1683692.9163256237,664691.7050186826,5009509.131949326,9697848.973063164,1553616.1156605748,0.0,0.0,0.0,0.0,0.0,153030.8661738472,1734035.6734045665,0.0,2952301.59689796,8104464.80818177,0.0,0.0,159748.42798952593,0.0,254223.78997978485,1451624.1289139803,0.0,0.0,0.0,0.0,855445.0908555503,32886.0,1553616.1156605748,0.0 
 08/25  12:00:00,1634792.0838116522,686692.2923157914,5778180.388953618,10430791.586863174,0.0,0.0,0.0,0.0,0.0,0.0,153647.5866149491,2087335.768035233,0.0,3277551.838006353,8944185.596441284,0.0,0.0,0.0,0.0,221425.81500413645,1471729.2218259737,0.0,0.0,0.0,0.0,826511.5999561388,32886.0,0.0,0.0 
 08/25  13:00:00,1479225.3266771944,832165.6803336085,6621246.015662583,11255249.740399203,1563723.224677064,0.0,0.0,0.0,0.0,0.0,160816.56121612306,2448198.8539948107,0.0,3563367.476570146,9997433.366952757,0.0,0.0,621242.4649125259,0.0,196787.8498538904,1471729.2218259737,0.0,0.0,0.0,0.0,817997.4958998452,32886.0,1563723.224677064,0.0 
 08/25  14:00:00,1394427.2267809876,948340.8066114286,7728589.094696835,12373186.134979774,1553610.5195337337,0.0,0.0,0.0,0.0,0.0,170004.9670850415,2847656.700352594,0.0,3777294.655853751,11494814.803777598,0.0,0.0,632428.0617240993,0.0,196787.8498538904,1451624.1289139803,0.0,0.0,0.0,0.0,817318.8779765416,32886.0,1553610.5195337337,0.0 
 08/25  15:00:00,1377071.431428309,1093481.526805481,9123919.075198047,13938042.320590785,0.0,0.0,0.0,0.0,0.0,0.0,180357.8986693167,3278284.876871257,0.0,4017701.505898491,13453376.277010188,0.0,0.0,102122.6515508066,0.0,172202.52992832385,1491834.3163694177,0.0,0.0,0.0,0.0,818849.9707895304,32886.0,0.0,0.0 
 08/25  16:00:00,2075398.2679353962,1308349.9444445708,9847437.706735369,15623238.310177386,1737322.0900982847,0.0,0.0,0.0,0.0,0.0,187098.15076872317,3530487.660341401,0.0,4096561.116052286,14890393.99584523,0.0,0.0,927602.8128955878,0.0,229585.82482953883,1532044.5038248553,0.0,0.0,0.0,0.0,827121.887237197,32886.0,1737322.0900982847,0.0 
 08/25  17:00:00,2635341.3714158406,1335314.366932854,10688963.06870665,17256495.65243254,1642768.2204527653,0.0,0.0,0.0,0.0,0.0,202608.94005282544,3661101.696256104,0.0,4377466.939916527,17163583.643570015,0.0,0.0,781230.1038581128,0.0,303394.42983091747,1612464.8787357303,0.0,0.0,0.0,0.0,861525.9666414607,122886.0,1642768.2204527653,0.0 
 08/25  18:00:00,3562820.9061052689,1225810.6637796704,9363815.738204036,16802660.731555758,3468042.418269452,0.0,0.0,0.0,0.0,0.0,189032.6616936925,3216853.692096271,0.0,3840629.5388880635,15598538.506680109,0.0,0.0,2555826.039670762,0.0,360830.3699568123,1632569.9732791747,0.0,0.0,0.0,0.0,966757.4501876097,50886.0,3468042.418269452,0.0 
 08/25  19:00:00,1610472.632418075,987714.4420047172,6873212.371369414,12275789.756549702,3291594.1026826577,0.0,0.0,0.0,0.0,0.0,150689.66106222545,2224916.345293735,0.0,2799012.799654444,12398879.53216435,0.0,0.0,1406522.0156952795,0.0,344405.05985664817,1572254.6912802929,0.0,0.0,0.0,0.0,1199249.619477199,32886.0,3291594.1026826577,0.0 
 08/25  20:00:00,1501504.5136763517,750513.0862775232,5403073.366538753,10756445.802991182,1711463.1382157547,0.0,0.0,0.0,0.0,0.0,130876.2426947858,1421085.8298030706,0.0,2515365.304059546,10840522.602334867,0.0,0.0,1196658.827894086,0.0,311607.0848809997,1511939.409281411,0.0,0.0,0.0,0.0,1556529.4272171446,32886.0,1711463.1382157547,0.0 
 08/25  21:00:00,1215494.1584666174,680042.0535254952,4552908.120916138,9854313.072151326,0.0,0.0,0.0,0.0,0.0,0.0,116671.6095812084,998061.5333047683,0.0,2382427.193554901,9704275.893263208,0.0,0.0,67108.78258668812,0.0,254223.78997978485,1471729.2218259737,0.0,0.0,0.0,0.0,1901253.5174171008,32886.0,0.0,0.0 
 08/25  22:00:00,1013740.4989545099,547915.6861972266,3873840.8254571787,8265875.462431966,1616149.4507028755,0.0,0.0,0.0,0.0,0.0,104433.63812898359,763447.4593685275,0.0,2198752.4118975049,8563220.181236236,0.0,0.0,340406.9725038402,0.0,221425.81500413645,1371203.7523716537,0.0,0.0,0.0,0.0,1426288.699451398,32886.0,1616149.4507028755,0.0 
 08/25  23:00:00,684145.4122313653,499191.41082878949,3115252.6508868245,6244409.749031495,0.0,0.0,0.0,0.0,0.0,0.0,88569.53889894713,572673.7813261086,0.0,1859827.6508983875,7096818.031826355,0.0,0.0,89478.37678225083,0.0,122979.2448525113,1290783.3774607788,0.0,0.0,0.0,0.0,622150.8976237377,32886.0,0.0,0.0 
 08/25  24:00:00,458589.00809028415,411382.5071861743,2519222.7785553496,5001683.051382978,1553374.32803836,0.0,0.0,0.0,0.0,0.0,74848.91512695568,430015.6074136016,0.0,1571771.883986816,5910300.8302660039,0.0,0.0,0.0,0.0,32797.9749756484,1270678.2845487854,0.0,0.0,0.0,0.0,308924.47300238566,32886.0,1553374.32803836,0.0 
 08/26  01:00:00,379511.4205381877,354949.89429337889,2205357.31282025,4388527.406915146,0.0,0.0,0.0,0.0,0.0,0.0,65869.2145156392,338518.12109321696,0.0,1408948.2727681029,5254547.594283513,0.0,0.0,709535.9651153879,0.0,16425.310100164195,1230468.0954618967,0.0,0.0,0.0,0.0,185354.6838014321,32886.0,0.0,0.0 
 08/26  02:00:00,333932.99333092817,314342.5794985994,1875063.2623264667,3890157.6269068524,1553598.0008054965,0.0,0.0,0.0,0.0,0.0,59473.74855625894,276455.59577719177,0.0,1235226.7570792488,4528144.662912071,0.0,0.0,0.0,0.0,4106.32752504106,1210363.0025499038,0.0,0.0,0.0,0.0,123569.78920095472,32886.0,1553598.0008054965,0.0 
 08/26  03:00:00,303789.0186167883,272972.255420585,1651357.805257353,3574832.77650214,0.0,0.0,0.0,0.0,0.0,0.0,52874.76944354386,218981.33474687986,0.0,1119223.904967436,4041381.338307337,0.0,0.0,0.0,0.0,4106.32752504106,1190257.9080064593,0.0,0.0,0.0,0.0,123569.78920095472,32886.0,0.0,0.0 
 08/26  04:00:00,335308.2361622801,246269.40218028165,1461815.3606347512,3414182.0037391607,0.0,0.0,0.0,0.0,0.0,0.0,48823.722867155484,182233.8473928986,0.0,1025717.7361924067,3626095.286388764,0.0,0.0,0.0,0.0,16425.310100164195,1210363.0025499038,0.0,0.0,0.0,0.0,127540.00221194422,32886.0,0.0,0.0 
 08/26  05:00:00,379001.8760363624,262195.7644992883,1869270.3719249552,4101706.1053224799,8148526.762159541,0.0,0.0,0.0,0.0,0.0,53500.4312308862,176539.34042946826,0.0,1370587.5745133705,4735187.32521638,0.0,0.0,4985017.289644685,0.0,114819.23502710936,1230468.0954618967,0.0,0.0,0.0,0.0,327883.9973999767,32886.0,8148526.762159541,0.0 
 08/26  06:00:00,580660.3800823022,398994.661815015,2152371.400438315,5335582.028862968,7527128.952407455,0.0,0.0,0.0,0.0,0.0,84477.44687960418,254998.67088390533,0.0,1598361.2295251559,5377019.813130718,0.0,0.0,5717799.4301395439,0.0,393628.34493246077,1310888.4720042232,0.0,0.0,0.0,0.0,769781.114523114,122886.0,7527128.952407455,0.0 
 08/26  07:00:00,867096.4462711292,273665.4765513403,1689475.6805514899,5266675.699516722,1727703.5125188633,0.0,0.0,0.0,0.0,0.0,59425.3278885874,174093.4523764307,0.0,1279388.496965173,4127896.567883031,0.0,0.0,1258468.9295338463,0.0,418213.6648580268,1411413.9398270914,0.0,0.0,0.0,0.0,974138.1563156715,50886.0,1727703.5125188633,0.0 
 08/26  08:00:00,1079620.280158886,433402.8716620025,2541879.97845185,6484701.273956502,4251898.143069288,0.0,0.0,0.0,0.0,0.0,80363.52375359183,338737.25569592139,0.0,1570247.0632933828,5791926.22480054,0.0,0.0,2362322.25161628,0.0,401788.3547578626,1431519.0343705358,0.0,0.0,0.0,0.0,965393.1093132279,32886.0,4251898.143069288,0.0 
 08/26  09:00:00,1321053.6139868575,458070.53787928479,3099956.7436663529,7267951.078786816,0.0,0.0,0.0,0.0,0.0,0.0,89951.40631436502,699736.656752541,0.0,1651867.8335018168,6302166.545560613,0.0,0.0,59067.320745173274,0.0,352617.71490672996,1431519.0343705358,0.0,0.0,0.0,0.0,924465.1488837856,32886.0,0.0,0.0 
 08/26  10:00:00,1398726.9535860127,675765.5183813656,5003321.264664396,9437750.428986684,1568467.3849658843,0.0,0.0,0.0,0.0,0.0,126095.41709834447,1462866.1765168787,0.0,2540786.8906763077,9134985.460752849,0.0,0.0,218450.90747599927,0.0,319819.73993108168,1431519.0343705358,0.0,0.0,0.0,0.0,895531.6579843741,32886.0,1568467.3849658843,0.0 
 08/26  11:00:00,1474557.0483925492,670127.2940470922,5096637.1869258009,9581276.749134973,1553618.4247951515,0.0,0.0,0.0,0.0,0.0,125439.58359514123,1836351.8599523793,0.0,2453596.323443066,8480168.300168217,0.0,0.0,1011216.8931165107,0.0,254223.78997978485,1451624.1289139803,0.0,0.0,0.0,0.0,855445.0908555503,32886.0,1553618.4247951515,0.0 
 08/26  12:00:00,1443729.6859468676,673308.3001600432,5662841.4061083779,10111006.2139974,0.0,0.0,0.0,0.0,0.0,0.0,124911.92459771992,2106440.0673285017,0.0,2695737.612638415,9130246.488601305,0.0,0.0,0.0,0.0,221425.81500413645,1471729.2218259737,0.0,0.0,0.0,0.0,826511.5999561388,32886.0,0.0,0.0 
 08/26  13:00:00,1561852.5960986526,825507.2879480075,6552603.289390851,11262575.89116333,1641017.8884491225,0.0,0.0,0.0,0.0,0.0,132948.64262419244,2455620.222087678,0.0,2923388.2913481688,10313448.410026266,0.0,0.0,465620.89827410675,0.0,196787.8498538904,1471729.2218259737,0.0,0.0,0.0,0.0,817997.4958998452,32886.0,1641017.8884491225,0.0 
 08/26  14:00:00,1625480.230563021,917650.1433745787,7209587.44486251,12054546.825690633,1629968.8592886029,0.0,0.0,0.0,0.0,0.0,142239.01332899175,2716333.0715695379,0.0,3143310.7975870829,11552009.369302504,0.0,0.0,764620.168364277,0.0,196787.8498538904,1451624.1289139803,0.0,0.0,0.0,0.0,817318.8779765416,32886.0,1629968.8592886029,0.0 
 08/26  15:00:00,1219574.0494046354,998672.7517405242,7790968.196184362,12352785.28448847,0.0,0.0,0.0,0.0,0.0,0.0,152563.79480788046,2839429.9058135997,0.0,3366709.71456236,12905098.222191999,0.0,0.0,465457.29499693735,0.0,172202.52992832385,1491834.3163694177,0.0,0.0,0.0,0.0,818849.9707895304,32886.0,0.0,0.0 
 08/26  16:00:00,1418270.9941374388,1161206.0261812329,8137889.513031336,13109418.924412059,3136700.226694545,0.0,0.0,0.0,0.0,0.0,162057.97264873103,2881838.766075072,0.0,3395621.513879132,13957895.625603537,0.0,0.0,1054663.031263656,0.0,229585.82482953883,1532044.5038248553,0.0,0.0,0.0,0.0,827121.887237197,32886.0,3136700.226694545,0.0 
 08/26  17:00:00,1733231.643386331,1149926.2932189387,8549617.759853904,14029652.541836365,0.0,0.0,0.0,0.0,0.0,0.0,175872.63281259454,2864530.693685757,0.0,3744432.6171224226,15409725.926444313,0.0,0.0,77617.02351986058,0.0,303394.42983091747,1612464.8787357303,0.0,0.0,0.0,0.0,861525.9666414607,122886.0,0.0,0.0 
 08/26  18:00:00,1761120.4517946013,1025663.3788731699,7325884.079570634,12762881.333705189,1628764.2849855715,0.0,0.0,0.0,0.0,0.0,163483.99478143524,2413172.906357881,0.0,3352423.200834202,13644591.142248819,0.0,0.0,499147.40009259639,0.0,360830.3699568123,1632569.9732791747,0.0,0.0,0.0,0.0,966757.4501876097,50886.0,1628764.2849855715,0.0 
 08/26  19:00:00,1503976.9385926789,850078.3575428379,5671005.625216876,10829451.232109884,1566387.5291938859,0.0,0.0,0.0,0.0,0.0,137166.48238682166,1731101.795723815,0.0,2630985.0214339455,11178590.244604104,0.0,0.0,1115061.1481969075,0.0,344405.05985664817,1572254.6912802929,0.0,0.0,0.0,0.0,1199249.619477199,32886.0,1566387.5291938859,0.0 
 08/26  20:00:00,1111433.6564359272,681264.962426578,4487043.615083392,9381097.070444452,0.0,0.0,0.0,0.0,0.0,0.0,119873.3155400032,1148543.512145755,0.0,2314413.740362255,9567283.342679393,0.0,0.0,55893.95444628813,0.0,311607.0848809997,1511939.409281411,0.0,0.0,0.0,0.0,1556529.4272171446,32886.0,0.0,0.0 
 08/26  21:00:00,1076070.2465112338,541530.7949970902,3954592.452100262,8978062.23285166,1553607.615398345,0.0,0.0,0.0,0.0,0.0,109159.72552500013,839591.9069695578,0.0,2273490.5727903444,8775339.26624906,0.0,0.0,0.0,0.0,254223.78997978485,1471729.2218259737,0.0,0.0,0.0,0.0,1901253.5174171008,32886.0,1553607.615398345,0.0 
 08/26  22:00:00,900135.8299538273,545291.4716274809,3446821.749638902,7722627.503043261,0.0,0.0,0.0,0.0,0.0,0.0,99848.4557390773,661427.4184987029,0.0,2110291.90908594,7799335.052800374,0.0,0.0,292649.7185747486,0.0,221425.81500413645,1371203.7523716537,0.0,0.0,0.0,0.0,1426288.699451398,32886.0,0.0,0.0 
 08/26  23:00:00,869142.1368494039,461242.7288522801,2807387.7684375864,6083592.909223787,1637218.669205689,0.0,0.0,0.0,0.0,0.0,87759.12221042707,500197.9957618939,0.0,1820443.5500135488,6522635.343235737,0.0,0.0,449858.3899593451,0.0,122979.2448525113,1290783.3774607788,0.0,0.0,0.0,0.0,622150.8976237377,32886.0,1637218.669205689,0.0 
 08/26  24:00:00,432769.765135583,380723.66029656367,2328650.0473244257,4754632.230307744,0.0,0.0,0.0,0.0,0.0,0.0,74586.36480848756,373423.2116545157,0.0,1561105.455084672,5479166.928747766,0.0,0.0,0.0,0.0,32797.9749756484,1270678.2845487854,0.0,0.0,0.0,0.0,308924.47300238566,32886.0,0.0,0.0 
 08/27  01:00:00,379511.4205381877,330289.58394367227,1993261.2282506936,4151771.0119958829,1553305.152965725,0.0,0.0,0.0,0.0,0.0,66632.35516026146,297800.5736010566,0.0,1392986.424481839,4752659.726964698,0.0,0.0,0.0,0.0,16425.310100164195,1230468.0954618967,0.0,0.0,0.0,0.0,185354.6838014321,32886.0,1553305.152965725,0.0 
 08/27  02:00:00,333932.99333092817,288942.17918218919,1744087.3919217173,3733781.356185693,0.0,0.0,0.0,0.0,0.0,0.0,60143.59684882582,236673.7501894317,0.0,1263904.2187230562,4203141.681865392,0.0,0.0,44107.37623350079,0.0,4106.32752504106,1210363.0025499038,0.0,0.0,0.0,0.0,123569.78920095472,32886.0,0.0,0.0 
 08/27  03:00:00,303789.0186167883,256455.36537774234,1519422.8037485714,3426380.884950516,0.0,0.0,0.0,0.0,0.0,0.0,54973.62299564511,191906.97719025569,0.0,1147405.5489383508,3706553.870245821,0.0,0.0,0.0,0.0,4106.32752504106,1190257.9080064593,0.0,0.0,0.0,0.0,123569.78920095472,32886.0,0.0,0.0 
 08/27  04:00:00,335308.2361622801,228097.0878506239,1358559.4457340954,3292753.7745088476,1553587.0547392907,0.0,0.0,0.0,0.0,0.0,50450.24024115707,152940.66710109378,0.0,1064173.9460032115,3348281.230632478,0.0,0.0,0.0,0.0,16425.310100164195,1210363.0025499038,0.0,0.0,0.0,0.0,127540.00221194422,32886.0,1553587.0547392907,0.0 
 08/27  05:00:00,379001.8760363624,222973.13788769689,1342196.2869115074,3535409.3936974399,0.0,0.0,0.0,0.0,0.0,0.0,50348.113806102934,136230.23128042639,0.0,1072980.962888494,3304845.0624538764,0.0,0.0,0.0,0.0,114819.23502710936,1230468.0954618967,0.0,0.0,0.0,0.0,327883.9973999767,32886.0,0.0,0.0 
 08/27  06:00:00,580660.3800823022,259450.37377611185,1606532.1421910139,4650198.482576765,1610099.9999195967,0.0,0.0,0.0,0.0,0.0,60863.03054456949,146635.58446287242,0.0,1321745.6302225018,3948244.253887352,0.0,0.0,557222.3267493333,0.0,393628.34493246077,1310888.4720042232,0.0,0.0,0.0,0.0,769781.114523114,122886.0,1610099.9999195967,0.0 
 08/27  07:00:00,867096.4462711292,259587.44439091584,1607761.3963440129,5170883.383148821,0.0,0.0,0.0,0.0,0.0,0.0,63383.94475237863,145814.79136901676,0.0,1357377.2936109533,3845070.4643020734,0.0,0.0,0.0,0.0,418213.6648580268,1411413.9398270914,0.0,0.0,0.0,0.0,974138.1563156715,50886.0,0.0,0.0 
 08/27  08:00:00,1079620.280158886,508174.0063249004,3082829.6282694807,7100422.05843703,10854939.84523926,0.0,0.0,0.0,0.0,0.0,103520.11627808408,387160.4355829294,0.0,2230887.885131742,6948174.360133974,0.0,0.0,7699534.729039689,0.0,401788.3547578626,1431519.0343705358,0.0,0.0,0.0,0.0,965393.1093132279,32886.0,10854939.84523926,0.0 
 08/27  09:00:00,1762203.0263349198,464434.65008015456,3029657.303028456,7645165.162697852,971363.7212206901,0.0,0.0,0.0,0.0,0.0,111743.3922685111,678609.7798542278,0.0,1919996.6912980055,6146409.099077822,0.0,0.0,448731.4155796954,0.0,352617.71490672996,1431519.0343705358,0.0,0.0,0.0,0.0,924465.1488837856,32886.0,971363.7212206901,0.0 
 08/27  10:00:00,4049715.8512683787,714994.6146488198,5037324.8748131,12161972.033085209,4084432.9648927028,0.0,0.0,0.0,0.0,0.0,159102.87219265576,1404312.9760763576,0.0,3224292.099430312,9429671.036817419,0.0,0.0,2713636.8972202485,0.0,319819.73993108168,1431519.0343705358,0.0,0.0,0.0,0.0,895531.6579843741,32886.0,4084432.9648927028,0.0 
 08/27  11:00:00,1474557.0483925492,654143.5291744974,4837325.211910307,9305981.009246882,1684284.5304053303,0.0,0.0,0.0,0.0,0.0,145684.4427998977,1578804.4584929869,0.0,2902080.9908029187,8288769.4963521719,0.0,0.0,673860.9014828733,0.0,254223.78997978485,1451624.1289139803,0.0,0.0,0.0,0.0,855445.0908555503,32886.0,1684284.5304053303,0.0 
 08/27  12:00:00,1628465.495502509,671563.4945115619,5550196.978001621,10181352.789797804,0.0,0.0,0.0,0.0,0.0,0.0,148009.15433362756,1871975.2322204607,0.0,3194101.8136119565,9109896.974167452,0.0,0.0,473540.5910710671,0.0,221425.81500413645,1471729.2218259737,0.0,0.0,0.0,0.0,826511.5999561388,32886.0,0.0,0.0 
 08/27  13:00:00,1306236.3988807004,810675.4898558295,6236009.70137707,10675534.307839418,1553586.031193467,0.0,0.0,0.0,0.0,0.0,155182.5145495229,2175122.909941434,0.0,3397170.3702123838,9946461.727402203,0.0,0.0,0.0,0.0,196787.8498538904,1471729.2218259737,0.0,0.0,0.0,0.0,817997.4958998452,32886.0,1553586.031193467,0.0 
 08/27  14:00:00,1247257.5419391946,904677.7057276296,7212074.845482261,11665839.100039609,0.0,0.0,0.0,0.0,0.0,0.0,161585.66588164873,2482826.891338418,0.0,3593041.956064639,11326811.519344487,0.0,0.0,0.0,0.0,196787.8498538904,1451624.1289139803,0.0,0.0,0.0,0.0,817318.8779765416,32886.0,0.0,0.0 
 08/27  15:00:00,1219574.0494046354,1028700.4696094496,8213219.59856737,12805064.404740405,0.0,0.0,0.0,0.0,0.0,0.0,172010.01014850607,2826348.6799681645,0.0,3821578.962385113,12944790.407940712,0.0,0.0,98016.57072734066,0.0,172202.52992832385,1491834.3163694177,0.0,0.0,0.0,0.0,818849.9707895304,32886.0,0.0,0.0 
 08/27  16:00:00,1418270.9941374388,1095511.9757894064,8495190.449082157,13401025.810071053,1553601.2083286297,0.0,0.0,0.0,0.0,0.0,175170.94747536828,2932383.929547393,0.0,3855913.2170578048,13862237.672767485,0.0,0.0,0.0,0.0,229585.82482953883,1532044.5038248553,0.0,0.0,0.0,0.0,827121.887237197,32886.0,1553601.2083286297,0.0 
 08/27  17:00:00,1733231.643386331,1287537.0168549007,10391463.572090308,16009109.077708733,13603466.677804232,0.0,0.0,0.0,0.0,0.0,203988.16521066254,3267227.2535911586,0.0,4665304.351642324,18228495.29905707,0.0,0.0,9991270.70351765,0.0,303394.42983091747,1612464.8787357303,0.0,0.0,0.0,0.0,861525.9666414607,122886.0,13603466.677804232,0.0 
 08/27  18:00:00,1542840.320798897,1242691.0333555602,7852111.227184962,13287856.004806204,403566.53956965389,0.0,0.0,0.0,0.0,0.0,184530.27723825223,2774451.970191788,0.0,3553663.994218916,13865024.312769073,0.0,0.0,715409.8466054334,0.0,360830.3699568123,1632569.9732791747,0.0,0.0,0.0,0.0,966757.4501876097,50886.0,403566.53956965389,0.0 
 08/27  19:00:00,4548305.943938108,940412.0098264056,6375659.7939208759,14668768.058442882,6764927.826569367,0.0,0.0,0.0,0.0,0.0,150714.15195236318,1960148.6496056084,0.0,2872929.993499202,12355286.407193579,0.0,0.0,4277194.626345327,0.0,344405.05985664817,1572254.6912802929,0.0,0.0,0.0,0.0,1199249.619477199,32886.0,6764927.826569367,0.0 
 08/27  20:00:00,1215177.7589100965,683623.007129394,4601661.191929138,9601816.794467185,0.0,0.0,0.0,0.0,0.0,0.0,124438.67491986547,1207006.2914774542,0.0,2354732.2711058754,9780150.47966794,0.0,0.0,261290.14796370019,0.0,311607.0848809997,1511939.409281411,0.0,0.0,0.0,0.0,1556529.4272171446,32886.0,0.0,0.0 
 08/27  21:00:00,1076070.2465112338,561575.200186356,3906954.7455730626,8950468.931513727,1553615.601128943,0.0,0.0,0.0,0.0,0.0,110204.08899513599,845214.9057101001,0.0,2258617.710653634,8807124.998612835,0.0,0.0,7840.971045456244,0.0,254223.78997978485,1471729.2218259737,0.0,0.0,0.0,0.0,1901253.5174171008,32886.0,1553615.601128943,0.0 
 08/27  22:00:00,900135.8299538273,548939.6871243763,3451147.176834348,7730601.145735603,1588132.868317856,0.0,0.0,0.0,0.0,0.0,101082.98285296667,672641.6191667388,0.0,2136154.2577739276,7906132.812247464,0.0,0.0,544970.456892922,0.0,221425.81500413645,1371203.7523716537,0.0,0.0,0.0,0.0,1426288.699451398,32886.0,1588132.868317856,0.0 
 08/27  23:00:00,622179.2291400846,466544.455800577,2852226.59767981,5886770.557704988,0.0,0.0,0.0,0.0,0.0,0.0,89046.05671943425,535001.3204123022,0.0,1846981.0654624408,6602603.6835454,0.0,0.0,114678.53345668206,0.0,122979.2448525113,1290783.3774607788,0.0,0.0,0.0,0.0,622150.8976237377,32886.0,0.0,0.0 
 08/27  24:00:00,432769.765135583,384920.19662126738,2306674.8357100829,4736853.555018105,0.0,0.0,0.0,0.0,0.0,0.0,76996.54798831797,407725.4451871574,0.0,1595848.6607406699,5462733.859235767,0.0,0.0,0.0,0.0,32797.9749756484,1270678.2845487854,0.0,0.0,0.0,0.0,308924.47300238566,32886.0,0.0,0.0 
 08/28  01:00:00,379511.4205381877,329230.86691874076,1984343.5649052463,4141794.6316255035,1553574.8512076806,0.0,0.0,0.0,0.0,0.0,68365.63869599847,318147.718084435,0.0,1431282.775574718,4748847.954278272,0.0,0.0,0.0,0.0,16425.310100164195,1230468.0954618967,0.0,0.0,0.0,0.0,185354.6838014321,32886.0,1553574.8512076806,0.0 
 08/28  02:00:00,333932.99333092817,289899.5777826392,1715414.6519142208,3706066.0147786468,0.0,0.0,0.0,0.0,0.0,0.0,62320.36404554064,254798.188887032,0.0,1296630.3992544299,4153942.828467167,0.0,0.0,0.0,0.0,4106.32752504106,1210363.0025499038,0.0,0.0,0.0,0.0,123569.78920095472,32886.0,0.0,0.0 
 08/28  03:00:00,303789.0186167883,247490.89642902153,1435738.430610357,3333732.0428635806,0.0,0.0,0.0,0.0,0.0,0.0,55472.389519414486,189720.015223299,0.0,1153162.2961864924,3561006.255408949,0.0,0.0,0.0,0.0,4106.32752504106,1190257.9080064593,0.0,0.0,0.0,0.0,123569.78920095472,32886.0,0.0,0.0 
 08/28  04:00:00,335308.2361622801,217935.77755759908,1272662.4703404029,3196695.48882213,1553618.7121271613,0.0,0.0,0.0,0.0,0.0,50520.52085155994,142644.05874529747,0.0,1061809.2009177374,3193371.2674176797,0.0,0.0,0.0,0.0,16425.310100164195,1210363.0025499038,0.0,0.0,0.0,0.0,127540.00221194422,32886.0,1553618.7121271613,0.0 
 08/28  05:00:00,379001.8760363624,211425.4567350133,1247568.8953444972,3429234.3209777467,0.0,0.0,0.0,0.0,0.0,0.0,50176.846676564914,122483.83344983177,0.0,1065266.398921386,3127979.380713776,0.0,0.0,0.0,0.0,114819.23502710936,1230468.0954618967,0.0,0.0,0.0,0.0,327883.9973999767,32886.0,0.0,0.0 
 08/28  06:00:00,580660.3800823022,228984.83718477668,1379846.8114044478,4393047.615198864,0.0,0.0,0.0,0.0,0.0,0.0,56725.034267276525,123306.95972584923,0.0,1214990.3634492618,3445879.679200539,0.0,0.0,18698.286455099427,0.0,393628.34493246077,1310888.4720042232,0.0,0.0,0.0,0.0,769781.114523114,122886.0,0.0,0.0 
 08/28  07:00:00,867096.4462711292,335110.4316448426,2066779.0425709286,5705424.016629663,8194645.5550433979,0.0,0.0,0.0,0.0,0.0,87370.46439871504,185750.08655832799,0.0,1895698.0942966729,5022205.717906478,0.0,0.0,5404011.155249273,0.0,418213.6648580268,1411413.9398270914,0.0,0.0,0.0,0.0,974138.1563156715,50886.0,8194645.5550433979,0.0 
 08/28  08:00:00,1079620.280158886,413930.09526455847,2349321.586180591,6272670.1052878,5265639.706660869,0.0,0.0,0.0,0.0,0.0,94821.37683635275,293056.3264012744,0.0,1827340.8658869742,5360141.785057826,0.0,0.0,3234466.0904265309,0.0,401788.3547578626,1431519.0343705358,0.0,0.0,0.0,0.0,965393.1093132279,32886.0,5265639.706660869,0.0 
 08/28  09:00:00,1561307.7537431434,443968.78196321279,2940649.200969819,7334795.919930496,1553509.4684680177,0.0,0.0,0.0,0.0,0.0,105671.78064965701,602375.8103455227,0.0,2037620.330252383,6001268.9762595989,0.0,0.0,1284169.3731770949,0.0,352617.71490672996,1431519.0343705358,0.0,0.0,0.0,0.0,924465.1488837856,32886.0,1553509.4684680177,0.0 
